TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/10/09
TIME	12:16:30
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	1
XUNITS	SEC
YUNITS	INTENSITY
FIRSTX	0.0000
LASTX	30.0000
NPOINTS	31
FIRSTY	34.73820
MAXY	35.26420
MINY	34.64560
XYDATA
0.0000	34.7382
1.0000	34.7815
2.0000	34.7609
3.0000	34.6456
4.0000	34.7958
5.0000	34.6669
6.0000	34.7714
7.0000	34.6649
8.0000	34.786
9.0000	34.7605
10.0000	34.7934
11.0000	34.7775
12.0000	34.798
13.0000	34.8228
14.0000	34.8527
15.0000	34.8693
16.0000	34.8765
17.0000	34.8484
18.0000	34.9403
19.0000	34.8952
20.0000	34.9294
21.0000	34.9968
22.0000	34.99
23.0000	34.9871
24.0000	34.9865
25.0000	35.0024
26.0000	34.9939
27.0000	35.1836
28.0000	35.1225
29.0000	35.2528
30.0000	35.2642
