TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/10/09
TIME	12:19:57
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	1
XUNITS	SEC
YUNITS	INTENSITY
FIRSTX	0.0000
LASTX	30.0000
NPOINTS	31
FIRSTY	131.50681
MAXY	132.60690
MINY	131.50681
XYDATA
0.0000	131.507
1.0000	131.842
2.0000	131.91
3.0000	131.9
4.0000	131.752
5.0000	131.79
6.0000	131.744
7.0000	131.567
8.0000	131.674
9.0000	131.736
10.0000	131.912
11.0000	131.601
12.0000	131.782
13.0000	131.874
14.0000	131.731
15.0000	131.971
16.0000	132.088
17.0000	131.995
18.0000	132.048
19.0000	131.996
20.0000	132.187
21.0000	132.171
22.0000	132.427
23.0000	132.251
24.0000	132.262
25.0000	132.607
26.0000	132.142
27.0000	132.566
28.0000	132.236
29.0000	132.081
30.0000	132.369
