TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/10/09
TIME	12:17:05
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	1
XUNITS	SEC
YUNITS	INTENSITY
FIRSTX	0.0000
LASTX	30.0000
NPOINTS	31
FIRSTY	35.34700
MAXY	36.21230
MINY	35.28730
XYDATA
0.0000	35.347
1.0000	35.2873
2.0000	35.3577
3.0000	35.3407
4.0000	35.4796
5.0000	35.4106
6.0000	35.3765
7.0000	35.4895
8.0000	35.4102
9.0000	35.4338
10.0000	35.5175
11.0000	35.568
12.0000	35.7476
13.0000	35.6036
14.0000	35.6814
15.0000	35.6172
16.0000	35.6903
17.0000	35.7136
18.0000	35.7444
19.0000	35.7746
20.0000	35.8525
21.0000	35.86
22.0000	35.9823
23.0000	36.0345
24.0000	35.9563
25.0000	35.9534
26.0000	36.0758
27.0000	36.0337
28.0000	36.0231
29.0000	36.1014
30.0000	36.2123
