TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/10/09
TIME	12:14:07
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	1
XUNITS	SEC
YUNITS	INTENSITY
FIRSTX	0.0000
LASTX	30.0000
NPOINTS	31
FIRSTY	12.51900
MAXY	12.83510
MINY	12.51900
XYDATA
0.0000	12.519
1.0000	12.5211
2.0000	12.5694
3.0000	12.5584
4.0000	12.5353
5.0000	12.5274
6.0000	12.5191
7.0000	12.5675
8.0000	12.559
9.0000	12.639
10.0000	12.5552
11.0000	12.6588
12.0000	12.58
13.0000	12.5703
14.0000	12.6603
15.0000	12.5964
16.0000	12.6361
17.0000	12.6647
18.0000	12.677
19.0000	12.6959
20.0000	12.725
21.0000	12.7395
22.0000	12.7275
23.0000	12.7759
24.0000	12.7616
25.0000	12.672
26.0000	12.7827
27.0000	12.735
28.0000	12.7591
29.0000	12.8351
30.0000	12.8316
