TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/10/09
TIME	12:17:58
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	1
XUNITS	SEC
YUNITS	INTENSITY
FIRSTX	0.0000
LASTX	30.0000
NPOINTS	31
FIRSTY	282.31400
MAXY	284.79031
MINY	282.31400
XYDATA
0.0000	282.314
1.0000	282.415
2.0000	282.93
3.0000	283.119
4.0000	282.705
5.0000	282.55
6.0000	282.993
7.0000	282.933
8.0000	282.821
9.0000	283.451
10.0000	282.833
11.0000	283.347
12.0000	282.795
13.0000	283.995
14.0000	283.284
15.0000	283.61
16.0000	283.558
17.0000	283.509
18.0000	284.082
19.0000	283.665
20.0000	284.113
21.0000	283.78
22.0000	283.805
23.0000	283.769
24.0000	284.595
25.0000	284.447
26.0000	283.95
27.0000	284.354
28.0000	284.471
29.0000	284.389
30.0000	284.79
