TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/10/09
TIME	12:13:34
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	1
XUNITS	SEC
YUNITS	INTENSITY
FIRSTX	0.0000
LASTX	30.0000
NPOINTS	31
FIRSTY	12.47750
MAXY	12.58070
MINY	12.39850
XYDATA
0.0000	12.4775
1.0000	12.4693
2.0000	12.5458
3.0000	12.4553
4.0000	12.4861
5.0000	12.4701
6.0000	12.5058
7.0000	12.4409
8.0000	12.4801
9.0000	12.4333
10.0000	12.3985
11.0000	12.4452
12.0000	12.4642
13.0000	12.4262
14.0000	12.4692
15.0000	12.472
16.0000	12.5415
17.0000	12.5352
18.0000	12.5291
19.0000	12.4966
20.0000	12.5565
21.0000	12.4797
22.0000	12.5101
23.0000	12.4923
24.0000	12.5018
25.0000	12.5807
26.0000	12.5455
27.0000	12.5305
28.0000	12.5414
29.0000	12.5565
30.0000	12.5369
