LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,? rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/sec),(pixel/sec),(pixel),(sec),(pixel),(pixel),(pixel),
ID1179786 ? ID1179809,1166,1179786,1179809,0.014512722142731369,2.9815204598894773,0.12046876002819722,0.12046876002819722,684.5,75.79762323086435,52.65574796911889,0.0,
ID1179754 ? ID1179786,1166,1179754,1179786,0.0020716042531012968,2.2894469915146938,0.04551487946926035,0.04551487946926035,683.5,75.83440580700776,52.64644141976992,0.0,
ID1179566 ? ID1179601,1166,1179566,1179601,0.006831931915470594,NaN,0.0826555014228974,0.0826555014228974,677.5,75.8405188955004,52.68861252670043,0.0,
ID1179668 ? ID1179726,1166,1179668,1179726,0.009258203923915988,1.2450104377058175,0.04810978051268782,0.09621956102537564,681.0,75.84568502966518,52.702980170984155,0.0,
ID1179601 ? ID1179636,1166,1179601,1179636,0.005116909960900279,2.5649435070616766,0.07153257971651993,0.07153257971651993,678.5,75.86056371172222,52.678259622682674,0.0,
ID1179525 ? ID1179559,1167,1179525,1179559,0.7102324432895171,NaN,0.8427528957467408,0.8427528957467408,676.5,31.024404625057095,42.32009193414981,0.0,
ID1179590 ? ID1179623,1168,1179590,1179623,0.116970236895069,NaN,0.34200911814609414,0.34200911814609414,678.5,33.1312518372336,33.38396304478194,0.0,
ID1179619 ? ID1179654,1169,1179619,1179654,0.6169298366916994,NaN,0.7854488122670372,0.7854488122670372,679.5,24.42435913434846,29.16083069802823,0.0,
ID1179675 ? ID1179708,1170,1179675,1179708,0.060104997951776803,2.2083330475080003,0.24516320676597622,0.24516320676597622,681.5,41.984163889696234,1.7271777051835375,0.0,
ID1179607 ? ID1179643,1170,1179607,1179643,0.0058424538193858925,NaN,0.0764359458591695,0.0764359458591695,679.5,41.88100249472232,1.7589304231612992,0.0,
ID1179643 ? ID1179675,1170,1179643,1179675,0.021583782661956742,1.2015547554245802,0.14691420170275146,0.14691420170275146,680.5,41.905481608777706,1.6679153352166542,0.0,
ID1179609 ? ID1179644,1171,1179609,1179644,0.022448045751460106,NaN,0.14982671908394746,0.14982671908394746,679.5,63.31703763118455,4.555557373197556,0.0,
ID1179613 ? ID1179649,1172,1179613,1179649,0.2230102941650266,NaN,0.4722396575522079,0.4722396575522079,679.5,28.601654764823053,18.616391082765112,0.0,
ID1179658 ? ID1179691,1173,1179658,1179691,0.02925166175998456,NaN,0.17103117189560668,0.17103117189560668,680.5,67.75891783689613,36.21171934938565,0.0,
ID1178951 ? ID1178981,1174,1178951,1178981,0.19781642483490777,NaN,0.4447655841394518,0.4447655841394518,657.5,49.27160118053494,43.698125304072605,0.0,
ID1178941 ? ID1178974,1175,1178941,1178974,0.001808417149085246,NaN,0.042525488228652306,0.042525488228652306,657.5,75.67136421648979,28.694033523059083,0.0,
ID1179750 ? ID1179779,1176,1179750,1179779,0.3820372246471646,NaN,0.6180915989132716,0.6180915989132716,683.5,56.51885146809089,41.669504259843016,0.0,
ID1179766 ? ID1179796,1177,1179766,1179796,0.03343751252313824,NaN,0.18285926972165845,0.18285926972165845,684.5,22.36376221189359,18.6699098630993,0.0,
ID1181206 ? ID1181246,1177,1181206,1181246,0.0037761445065014948,2.4217044407891484,0.06145034179320319,0.06145034179320319,732.5,22.35931083183598,18.766537063024025,0.0,
