LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. ? rate
,,,,,,,,,(sec),(sec),(sec),(pixel),(pixel),(pixel),(pixel),(pixel/sec),(pixel/sec),(pixel/sec),(pixel/sec),(pixel/sec),(quality),(pixel),(pixel),,(pixel/sec),,(rad/sec)
Track_0,0,0,6,0,0,0,0,0,5.0,0.0,5.0,0.13588888510811345,63.26347690466406,31.496250361403373,0.0,0.08919841662296196,0.22778363362348125,0.027410457073508563,0.06813168797201954,0.07929335946794108,15.2349001566569,0.4459920831148098,0.13588888510811345,0.30468900739014276,0.02717777702162269,0.30468900739014276,1.6593189061136164
Track_1,1,1,3,0,0,0,0,0,2.0,0.0,2.0,0.12494837550549252,75.82370829477732,52.61747267978936,0.0,0.06881645346573384,0.08763339750774937,0.04999950942371832,0.08763339750774937,0.02661117746663396,15.050884246826172,0.13763290693146768,0.12494837550549252,0.9078379458170477,0.06247418775274626,0.9078379458170477,0.9021531150369448
Track_2,2,2,2,0,0,0,0,0,1.0,0.0,1.0,0.6218324382401693,30.184452937697856,33.67362481456772,0.0,0.6218324382401693,0.6218324382401693,0.6218324382401693,0.6218324382401693,NaN,12.339305877685547,0.6218324382401693,0.6218324382401693,1.0,0.6218324382401693,1.0,NaN
Track_3,3,3,7,0,0,0,0,0,6.0,2.0,8.0,0.4316024201109978,31.242412333113435,17.21898374171297,0.0,0.2366238314177963,0.6362443658502165,0.048330204755498755,0.10895151710333438,0.2452137068391322,13.682950156075615,1.419742988506778,0.5360320896055578,0.3040003885245018,0.0719337366851663,0.30400038852450184,1.4893783762805248
Track_4,4,4,4,0,0,0,0,0,3.0,5.0,8.0,0.15321214941112019,22.293102430948803,18.561495835059453,0.0,0.14525421829679863,0.18554959385327444,0.11489956187959416,0.13531349915752727,0.0363589078112217,15.323508501052856,0.4357626548903959,0.18554959385327444,0.35159541023462987,0.051070716470373395,0.35159541023462987,2.027494428776717
Track_5,5,5,10,1,0,0,0,2,11.0,5.0,16.0,1.042646740226501,67.60970970306224,36.28284170562985,0.0,0.24160672699049085,0.9622487839780882,0.04281295315628239,0.15321668687396342,0.2806239149455146,13.383950901031493,2.260086449226983,1.042646740226501,0.4613304683912057,0.09478606729331827,0.39231551403388226,2.2404033261525482
Track_6,6,6,6,0,0,0,0,0,5.0,2.0,7.0,0.6456422512716519,40.935381525665875,67.66547301325653,0.0,0.5688686216951508,0.9905360342243399,0.18482200499065776,0.5258232442919907,0.32731344314130406,12.965369701385498,2.8443431084757544,0.796718128526514,0.22699169075197925,0.12912845025433037,0.22699169075197928,1.8891723326935135
