TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/10/09
TIME	11:48:49
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	1
XUNITS	SEC
YUNITS	INTENSITY
FIRSTX	0.0000
LASTX	30.0000
NPOINTS	31
FIRSTY	78.27840
MAXY	80.96730
MINY	78.25170
XYDATA
0.0000	78.2784
1.0000	78.4696
2.0000	78.2517
3.0000	78.4996
4.0000	78.6814
5.0000	78.6886
6.0000	78.9894
7.0000	78.9251
8.0000	78.9465
9.0000	79.2355
10.0000	79.2659
11.0000	79.3035
12.0000	79.3555
13.0000	79.3557
14.0000	79.7163
15.0000	79.6719
16.0000	79.7575
17.0000	79.8315
18.0000	80.0187
19.0000	80.2897
20.0000	80.148
21.0000	80.1744
22.0000	80.2133
23.0000	80.3754
24.0000	80.6527
25.0000	80.6615
26.0000	80.6599
27.0000	80.7446
28.0000	80.6909
29.0000	80.9673
30.0000	80.9581
