TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/10/09
TIME	11:45:08
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	1
XUNITS	SEC
YUNITS	INTENSITY
FIRSTX	0.0000
LASTX	30.0000
NPOINTS	31
FIRSTY	369.16031
MAXY	387.28461
MINY	369.16031
XYDATA
0.0000	369.16
1.0000	370.382
2.0000	370.257
3.0000	370.706
4.0000	371.347
5.0000	372.062
6.0000	373.341
7.0000	373.182
8.0000	373.638
9.0000	374.554
10.0000	375.083
11.0000	375.19
12.0000	376.006
13.0000	376.766
14.0000	377.488
15.0000	378.132
16.0000	378.258
17.0000	378.955
18.0000	379.683
19.0000	379.615
20.0000	381.205
21.0000	381.702
22.0000	382.202
23.0000	382.991
24.0000	383.578
25.0000	383.389
26.0000	385.73
27.0000	385.398
28.0000	386.327
29.0000	386.178
30.0000	387.285
