TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/10/09
TIME	11:47:36
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	1
XUNITS	SEC
YUNITS	INTENSITY
FIRSTX	0.0000
LASTX	30.0000
NPOINTS	31
FIRSTY	71.57080
MAXY	74.12070
MINY	71.57080
XYDATA
0.0000	71.5708
1.0000	71.7111
2.0000	71.8137
3.0000	71.7258
4.0000	71.785
5.0000	71.9968
6.0000	72.0314
7.0000	72.2899
8.0000	72.1219
9.0000	72.2024
10.0000	72.4445
11.0000	72.185
12.0000	72.3993
13.0000	72.6322
14.0000	72.6408
15.0000	72.6453
16.0000	72.8555
17.0000	72.8092
18.0000	72.9212
19.0000	72.8773
20.0000	73.3106
21.0000	73.2945
22.0000	73.1946
23.0000	73.5883
24.0000	73.7588
25.0000	73.78
26.0000	73.5722
27.0000	73.7374
28.0000	73.8745
29.0000	73.8653
30.0000	74.1207
