TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/10/09
TIME	12:14:39
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	1
XUNITS	SEC
YUNITS	INTENSITY
FIRSTX	0.0000
LASTX	30.0000
NPOINTS	31
FIRSTY	12.85530
MAXY	13.03420
MINY	12.77350
XYDATA
0.0000	12.8553
1.0000	12.7772
2.0000	12.8021
3.0000	12.8661
4.0000	12.8537
5.0000	12.7735
6.0000	12.8954
7.0000	12.8761
8.0000	12.8187
9.0000	12.893
10.0000	12.8573
11.0000	12.9393
12.0000	12.9083
13.0000	12.9223
14.0000	12.8959
15.0000	12.8913
16.0000	12.9444
17.0000	12.9053
18.0000	12.9601
19.0000	12.9631
20.0000	12.9206
21.0000	12.9625
22.0000	13.0342
23.0000	12.906
24.0000	12.9571
25.0000	12.9259
26.0000	12.9453
27.0000	12.9245
28.0000	12.9999
29.0000	12.9432
30.0000	12.935
