TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/10/09
TIME	12:20:30
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	1
XUNITS	SEC
YUNITS	INTENSITY
FIRSTX	0.0000
LASTX	30.0000
NPOINTS	31
FIRSTY	132.70030
MAXY	134.12981
MINY	132.35930
XYDATA
0.0000	132.7
1.0000	132.6
2.0000	132.635
3.0000	132.359
4.0000	132.781
5.0000	132.709
6.0000	132.898
7.0000	132.724
8.0000	132.988
9.0000	133.03
10.0000	133.079
11.0000	132.983
12.0000	133.368
13.0000	133.016
14.0000	133.239
15.0000	133.407
16.0000	133.286
17.0000	133.393
18.0000	133.605
19.0000	133.6
20.0000	133.548
21.0000	133.702
22.0000	133.62
23.0000	133.621
24.0000	133.919
25.0000	133.788
26.0000	134.075
27.0000	133.831
28.0000	134.035
29.0000	134.13
30.0000	134.116
