TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/10/09
TIME	12:15:26
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	1
XUNITS	SEC
YUNITS	INTENSITY
FIRSTX	0.0000
LASTX	30.0000
NPOINTS	31
FIRSTY	34.14220
MAXY	34.36370
MINY	34.10620
XYDATA
0.0000	34.1422
1.0000	34.1846
2.0000	34.1062
3.0000	34.2796
4.0000	34.1738
5.0000	34.1643
6.0000	34.1356
7.0000	34.2023
8.0000	34.1892
9.0000	34.1554
10.0000	34.1317
11.0000	34.1542
12.0000	34.1796
13.0000	34.2717
14.0000	34.2211
15.0000	34.2759
16.0000	34.2625
17.0000	34.2582
18.0000	34.2769
19.0000	34.2888
20.0000	34.1713
21.0000	34.2901
22.0000	34.3005
23.0000	34.3637
24.0000	34.3215
25.0000	34.2845
26.0000	34.334
27.0000	34.3349
28.0000	34.2572
29.0000	34.3493
30.0000	34.348
