TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/10/09
TIME	12:18:31
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	1
XUNITS	SEC
YUNITS	INTENSITY
FIRSTX	0.0000
LASTX	30.0000
NPOINTS	31
FIRSTY	285.24030
MAXY	287.45190
MINY	284.97220
XYDATA
0.0000	285.24
1.0000	285.009
2.0000	284.972
3.0000	285.636
4.0000	285.143
5.0000	285.054
6.0000	285.145
7.0000	285.36
8.0000	285.069
9.0000	285.247
10.0000	285.907
11.0000	285.825
12.0000	285.612
13.0000	285.952
14.0000	285.835
15.0000	286.222
16.0000	285.779
17.0000	286.008
18.0000	286.174
19.0000	286.147
20.0000	286.076
21.0000	286.562
22.0000	286.433
23.0000	286.478
24.0000	287.181
25.0000	287.068
26.0000	287.304
27.0000	286.883
28.0000	287.102
29.0000	287.093
30.0000	287.452
