TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/10/09
TIME	12:15:58
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	1
XUNITS	SEC
YUNITS	INTENSITY
FIRSTX	0.0000
LASTX	30.0000
NPOINTS	31
FIRSTY	34.30880
MAXY	35.53760
MINY	34.16670
XYDATA
0.0000	34.3088
1.0000	34.3947
2.0000	34.1667
3.0000	34.2235
4.0000	34.2886
5.0000	34.2933
6.0000	34.3095
7.0000	34.3171
8.0000	34.3642
9.0000	34.4604
10.0000	34.393
11.0000	34.4496
12.0000	34.4589
13.0000	34.5502
14.0000	34.4647
15.0000	34.6334
16.0000	34.5771
17.0000	34.5818
18.0000	34.607
19.0000	34.75
20.0000	34.7719
21.0000	35.2956
22.0000	35.3106
23.0000	35.3337
24.0000	35.4361
25.0000	35.4899
26.0000	35.5376
27.0000	35.3061
28.0000	34.6071
29.0000	34.5336
30.0000	34.7627
