TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/10/09
TIME	12:12:02
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	1
XUNITS	SEC
YUNITS	INTENSITY
FIRSTX	0.0000
LASTX	30.0000
NPOINTS	31
FIRSTY	3.32230
MAXY	3.44870
MINY	3.26910
XYDATA
0.0000	3.3223
1.0000	3.287
2.0000	3.2704
3.0000	3.2941
4.0000	3.294
5.0000	3.2772
6.0000	3.2865
7.0000	3.2889
8.0000	3.2691
9.0000	3.2811
10.0000	3.3285
11.0000	3.3049
12.0000	3.3119
13.0000	3.3508
14.0000	3.3511
15.0000	3.2872
16.0000	3.3716
17.0000	3.3351
18.0000	3.3748
19.0000	3.3861
20.0000	3.3948
21.0000	3.3768
22.0000	3.3929
23.0000	3.3693
24.0000	3.4056
25.0000	3.3957
26.0000	3.4242
27.0000	3.4487
28.0000	3.4025
29.0000	3.4368
30.0000	3.4121
