TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/10/09
TIME	11:48:11
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	1
XUNITS	SEC
YUNITS	INTENSITY
FIRSTX	0.0000
LASTX	30.0000
NPOINTS	31
FIRSTY	74.31670
MAXY	77.56610
MINY	74.31670
XYDATA
0.0000	74.3167
1.0000	74.6857
2.0000	74.5975
3.0000	74.8374
4.0000	75.0173
5.0000	74.8978
6.0000	75.2665
7.0000	75.3743
8.0000	75.4409
9.0000	75.5485
10.0000	75.6005
11.0000	75.9309
12.0000	75.9624
13.0000	75.908
14.0000	76.0212
15.0000	76.2105
16.0000	76.3014
17.0000	76.1848
18.0000	76.378
19.0000	76.5499
20.0000	76.5337
21.0000	76.7883
22.0000	76.7927
23.0000	76.9842
24.0000	77.0885
25.0000	77.0135
26.0000	77.1447
27.0000	77.1976
28.0000	77.2617
29.0000	77.2792
30.0000	77.5661
