TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/10/09
TIME	12:00:25
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	1
XUNITS	SEC
YUNITS	INTENSITY
FIRSTX	0.0000
LASTX	30.0000
NPOINTS	31
FIRSTY	9.17250
MAXY	23.15280
MINY	9.12580
XYDATA
0.0000	9.1725
1.0000	9.1258
2.0000	9.7323
3.0000	10.135
4.0000	11.1309
5.0000	10.6764
6.0000	11.4014
7.0000	12.0738
8.0000	12.729
9.0000	13.3948
10.0000	13.7671
11.0000	13.8673
12.0000	14.2103
13.0000	14.5519
14.0000	15.8409
15.0000	15.8815
16.0000	16.4293
17.0000	17.2398
18.0000	17.3327
19.0000	18.1339
20.0000	17.9867
21.0000	18.9505
22.0000	18.9102
23.0000	19.2568
24.0000	20.31
25.0000	21.1649
26.0000	21.8506
27.0000	21.4302
28.0000	22.6824
29.0000	23.0015
30.0000	23.1528
