TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/10/09
TIME	11:54:44
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	1
XUNITS	SEC
YUNITS	INTENSITY
FIRSTX	0.0000
LASTX	30.0000
NPOINTS	31
FIRSTY	108.50360
MAXY	157.73599
MINY	108.50360
XYDATA
0.0000	108.504
1.0000	110.654
2.0000	110.041
3.0000	111.723
4.0000	115.663
5.0000	112.669
6.0000	117.946
7.0000	118.001
8.0000	121.722
9.0000	119.328
10.0000	122.222
11.0000	125.488
12.0000	127.269
13.0000	129.225
14.0000	127.658
15.0000	130.615
16.0000	133.421
17.0000	136.584
18.0000	138.993
19.0000	140.009
20.0000	136.777
21.0000	142.083
22.0000	142.648
23.0000	146.044
24.0000	144.589
25.0000	146.569
26.0000	149.329
27.0000	151.213
28.0000	151.997
29.0000	152.627
30.0000	157.736
