TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/10/09
TIME	11:53:45
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	1
XUNITS	SEC
YUNITS	INTENSITY
FIRSTX	0.0000
LASTX	30.0000
NPOINTS	31
FIRSTY	11.70090
MAXY	61.22890
MINY	11.70090
XYDATA
0.0000	11.7009
1.0000	12.1538
2.0000	12.5063
3.0000	16.3023
4.0000	16.2815
5.0000	18.2876
6.0000	19.7628
7.0000	23.4614
8.0000	22.203
9.0000	23.969
10.0000	25.7352
11.0000	27.5326
12.0000	29.8826
13.0000	32.2221
14.0000	29.5357
15.0000	32.3784
16.0000	34.038
17.0000	37.9506
18.0000	38.6342
19.0000	40.7043
20.0000	38.4856
21.0000	41.8031
22.0000	44.6453
23.0000	47.1761
24.0000	48.1944
25.0000	46.1603
26.0000	48.1882
27.0000	53.525
28.0000	53.6297
29.0000	55.5817
30.0000	61.2289
