LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. ? rate
,,,,,,,,,(sec),(sec),(sec),(pixel),(pixel),(pixel),(pixel),(pixel/sec),(pixel/sec),(pixel/sec),(pixel/sec),(pixel/sec),(quality),(pixel),(pixel),,(pixel/sec),,(rad/sec)
Track_31,31,31,2,0,0,0,0,0,0.04999999999999999,0.15000000000000002,0.2,0.11551962298111913,29.73214693615607,0.05059780019840968,0.0,2.310392459622383,2.310392459622383,2.310392459622383,2.310392459622383,NaN,106.28070068359375,0.11551962298111913,0.11551962298111913,1.0,2.310392459622383,1.0,NaN
Track_32,32,32,3,0,0,0,0,0,0.1,0.1,0.2,0.06019828252882451,47.34101214880217,59.99987702428581,0.0,0.9692018194753695,1.3812679131033954,0.5571357258473437,1.3812679131033954,0.5827494582028557,126.06819915771484,0.09692018194753697,0.0690633956551698,0.6211119430358676,0.6019828252882451,0.6211119430358677,41.87611441001839
Track_33,33,33,3,0,0,0,0,0,0.09999999999999998,0.15000000000000002,0.25,0.13393918563821636,66.82549953341318,0.625143457258362,0.0,2.1237763267592955,3.375720786222055,0.8718318672965358,3.375720786222055,1.770516833910088,131.79773966471353,0.2123776326759295,0.1687860393111027,0.6306652162499445,1.3393918563821638,0.6306652162499444,51.58494173829303
Track_34,34,34,2,0,0,0,0,0,0.05000000000000002,0.1,0.15000000000000002,0.024014468079705815,40.52880511979862,28.33167484290709,0.0,0.48028936159411617,0.48028936159411617,0.48028936159411617,0.48028936159411617,NaN,145.14952087402344,0.024014468079705815,0.024014468079705815,1.0,0.48028936159411617,1.0,NaN
Track_35,35,35,4,1,0,0,0,1,0.20000000000000004,0.1,0.30000000000000004,0.05094351191465036,31.53909803889006,38.92035422437194,0.0,1.4494471732480338,2.756517031371494,0.18238619814836338,1.4094382902242446,1.2875317159892063,127.39403533935547,0.22653638589462335,0.13782585156857474,0.2248800417357566,0.25471755957325176,0.17573428288694432,18.315572111111628
Track_36,36,36,2,0,0,0,0,0,0.05000000000000002,0.1,0.15000000000000002,0.42731079371958025,61.762650255221416,28.575850043832762,0.0,8.546215874391603,8.546215874391603,8.546215874391603,8.546215874391603,NaN,123.87234115600586,0.42731079371958025,0.42731079371958025,1.0,8.546215874391603,1.0,NaN
Track_37,37,37,2,0,0,0,0,0,0.05000000000000002,0.1,0.15000000000000002,0.06260935013391777,79.57682948874921,31.042593301578023,0.0,1.252187002678355,1.252187002678355,1.252187002678355,1.252187002678355,NaN,124.24229049682617,0.06260935013391777,0.06260935013391777,1.0,1.252187002678355,1.0,NaN
Track_38,38,38,2,0,0,0,0,0,0.05000000000000002,0.1,0.15000000000000002,0.04918008829710853,66.38775821627615,29.169887582792683,0.0,0.9836017659421703,0.9836017659421703,0.9836017659421703,0.9836017659421703,NaN,129.97513961791992,0.04918008829710853,0.04918008829710853,1.0,0.9836017659421703,1.0,NaN
Track_39,39,39,2,0,0,0,0,0,0.05000000000000002,0.1,0.15000000000000002,0.03540691793249945,62.23289440289783,44.750314392325336,0.0,0.7081383586499888,0.7081383586499888,0.7081383586499888,0.7081383586499888,NaN,122.40616989135742,0.03540691793249945,0.03540691793249945,1.0,0.7081383586499888,1.0,NaN
Track_40,40,40,2,0,0,0,0,0,0.05000000000000002,0.1,0.15000000000000002,0.053441890677677344,41.781807224970564,44.63161522480385,0.0,1.0688378135535466,1.0688378135535466,1.0688378135535466,1.0688378135535466,NaN,107.13685989379883,0.053441890677677344,0.053441890677677344,1.0,1.0688378135535466,1.0,NaN
Track_41,41,41,2,0,0,0,0,0,0.05000000000000002,0.1,0.15000000000000002,0.08605264560454706,57.19843046435,3.394148931136284,0.0,1.7210529120909406,1.7210529120909406,1.7210529120909406,1.7210529120909406,NaN,130.21526718139648,0.08605264560454706,0.08605264560454706,1.0,1.7210529120909406,1.0,NaN
Track_42,42,42,4,1,0,0,0,1,0.20000000000000004,0.1,0.30000000000000004,0.17821219789651171,42.6320641452799,55.15847252302279,0.0,2.5012496486715508,3.8123187893623496,1.2575612339917885,2.4338689226605137,1.2787109381557165,125.5550651550293,0.43806550900032215,0.17821219789651171,0.40681631910075955,0.8910609894825584,0.35624632269546286,36.932808921248174
Track_43,43,43,2,0,0,0,0,0,0.05000000000000002,0.1,0.15000000000000002,0.046160380073449414,35.52508586443204,48.54557759417208,0.0,0.923207601468988,0.923207601468988,0.923207601468988,0.923207601468988,NaN,111.23397827148438,0.046160380073449414,0.046160380073449414,1.0,0.923207601468988,1.0,NaN
Track_44,44,44,4,1,0,0,0,2,0.25,0.0,0.25,0.16269947283950245,62.387112238855664,16.59562220747194,0.0,1.1985541299363065,2.5543459818260508,0.4490919766850483,0.5922244312978201,1.1763291988762483,121.72119903564453,0.23900556262022793,0.16269947283950245,0.6807350885720874,0.6507978913580098,0.5429858152444016,22.75869137396897
Track_45,45,45,8,1,0,0,0,2,0.45,0.0,0.45,0.11825765305238135,61.111458529686544,10.289600425141353,0.0,2.581976748816814,4.860475972931308,0.27112975925520566,1.4127044774828375,1.9407178722433087,132.36716651916504,1.0213806010689348,0.3418860493510553,0.11578216086013164,0.2627947845608474,0.1017804613001541,43.61863176335769
Track_46,46,46,3,0,0,0,0,0,0.10000000000000003,0.2,0.30000000000000004,0.12239969425690533,67.87127639146263,2.663333442302821,0.0,1.2241847749016743,1.9737854599224496,0.47458408988089906,1.9737854599224496,1.060095455120543,110.10929361979167,0.12241847749016752,0.12239969425690533,0.999846565374384,1.223996942569053,0.9998465653743843,0.8863310667303513
Track_47,47,47,14,4,0,0,0,1,0.8500000000000001,0.2,1.05,0.022245530135305353,63.48245346092515,2.738393041239262,0.0,4.1816523931999585,19.413282785791033,0.08837984208360145,1.6303490820052635,6.784632195597295,131.5764220101493,2.847327453596143,0.9547570909064166,0.007812775487838429,0.02617121192388865,0.0062585814082603474,39.851122951135835
Track_48,48,48,2,0,0,0,0,0,0.04999999999999999,0.2,0.25,0.018356407338458773,29.303546488363047,34.24280899906022,0.0,0.36712814676917555,0.36712814676917555,0.36712814676917555,0.36712814676917555,NaN,121.98046112060547,0.018356407338458773,0.018356407338458773,1.0,0.36712814676917555,1.0,NaN
Track_49,49,49,4,1,0,0,0,1,0.2,0.2,0.4,0.0941133787000661,71.80970464182394,21.69647291054507,0.0,0.803047228938528,1.5668164985906903,0.3943859667976027,0.44793922142729115,0.6619853553660429,127.26472091674805,0.14017638268065935,0.1163728881490202,0.6713925477337294,0.4705668935003305,0.5859766107683707,29.873585263544108
Track_50,50,50,4,0,0,0,0,0,0.15000000000000002,0.2,0.35000000000000003,0.22068460704215848,43.00537039257562,18.30196526074479,0.0,2.5607970015776718,3.929478031351101,1.2572048440444539,2.4957081293374603,1.3373250980470806,124.35698509216309,0.38411955023665084,0.22068460704215848,0.5745206327201979,1.4712307136143896,0.5745206327201979,33.82853917065417
Track_51,51,51,2,0,0,0,0,0,0.04999999999999999,0.2,0.25,0.1301380019494339,52.70673510148181,46.79285101906238,0.0,2.6027600389886785,2.6027600389886785,2.6027600389886785,2.6027600389886785,NaN,111.64178085327148,0.1301380019494339,0.1301380019494339,1.0,2.6027600389886785,1.0,NaN
Track_52,52,52,2,0,0,0,0,0,0.04999999999999999,0.2,0.25,0.07755648054346133,58.873483543379564,47.18807761137285,0.0,1.551129610869227,1.551129610869227,1.551129610869227,1.551129610869227,NaN,117.30954360961914,0.07755648054346133,0.07755648054346133,1.0,1.551129610869227,1.0,NaN
Track_53,53,53,3,0,0,0,0,0,0.10000000000000003,0.2,0.30000000000000004,0.18700329952060427,60.42930541042458,8.56998553965829,0.0,1.9029308404258787,2.346645783341631,1.4592158975101261,2.346645783341631,0.6275076900990609,123.97977701822917,0.19029308404258796,0.18700329952060427,0.9827120121651535,1.870032995206042,0.9827120121651536,7.662328896795266
Track_54,54,54,2,0,0,0,0,0,0.04999999999999999,0.2,0.25,0.08147415611157781,63.6131394401522,19.03431397149124,0.0,1.6294831222315564,1.6294831222315564,1.6294831222315564,1.6294831222315564,NaN,113.60370635986328,0.08147415611157781,0.08147415611157781,1.0,1.6294831222315564,1.0,NaN
Track_55,55,55,3,0,0,0,0,0,0.10000000000000003,0.25,0.35000000000000003,0.056249589013718654,71.51484260281534,3.904668487045987,0.0,0.9204670599566154,0.9502472475325981,0.8906868723806326,0.9502472475325981,0.042115545159969583,134.64149729410806,0.09204670599566157,0.056249589013718654,0.6110983375805958,0.5624958901371864,0.611098337580596,36.56110633850742
Track_56,56,56,4,0,0,0,0,0,0.14999999999999997,0.30000000000000004,0.45,0.08221270296310829,67.71363879419097,48.654490414970674,0.0,2.007667199865543,2.7943525120695427,1.60489032973351,1.623758757793576,0.6813547825637485,131.45858192443848,0.30115007997983134,0.1340644522324544,0.27299578658127616,0.5480846864207221,0.27299578658127616,38.700375880246476
Track_57,57,57,4,0,0,0,0,0,0.14999999999999997,0.30000000000000004,0.45,0.08036992873364855,48.94754485717534,58.75984254955069,0.0,1.2350559673806407,2.118581032984312,0.5297660007608471,1.056820868396763,0.8092645516375698,129.68149375915527,0.18525839510709605,0.08036992873364855,0.4338261091336103,0.5357995248909905,0.4338261091336103,30.667744721968045
Track_58,58,58,4,1,0,0,0,1,0.19999999999999996,0.30000000000000004,0.5,0.7905332564335429,42.91642636092,55.660820886100446,0.0,6.27312895345878,16.104362204606417,1.0425198963008542,1.6725047594690685,8.519922573639297,127.4151439666748,0.9930953378338595,0.7905332564335429,0.7960295717003916,3.952666282167715,0.6300948556124222,29.440327299948592
Track_59,59,59,2,0,0,0,0,0,0.04999999999999999,0.30000000000000004,0.35000000000000003,0.1178830199635241,46.67288115089958,58.93181860910744,0.0,2.3576603992704825,2.3576603992704825,2.3576603992704825,2.3576603992704825,NaN,116.79974746704102,0.1178830199635241,0.1178830199635241,1.0,2.3576603992704825,1.0,NaN
Track_60,60,60,3,0,0,0,0,0,0.09999999999999998,0.30000000000000004,0.4,0.11419589406891517,53.842579554390674,36.05129285765503,0.0,2.150495068775023,3.046998644384279,1.2539914931657665,3.046998644384279,1.2678475153425837,133.44769541422525,0.21504950687750224,0.11419589406891517,0.5310214179377966,1.141958940689152,0.5310214179377966,48.020872618565384
Track_61,61,61,6,1,0,0,0,2,0.3500000000000001,0.25,0.6000000000000001,0.1054430418031618,71.59318255114901,39.914171589328454,0.0,1.8517445543401378,3.15367013585923,0.4854900426096124,1.770375170997701,0.9822708901086501,122.57292938232422,0.5114851428459958,0.1054430418031618,0.20615074216321838,0.30126583372331933,0.1626929767484448,44.00322478399395
Track_62,62,62,8,1,0,0,0,2,0.44999999999999996,0.30000000000000004,0.75,0.01449231623416981,54.9822301317576,43.195126600926976,0.0,1.533900481697286,5.332742211829733,0.37265013563530563,0.8743049510543811,1.7192493787271803,132.9251480102539,0.6242956636994883,0.24606316957892918,0.023213866564906736,0.03220514718704402,0.020995591025180785,25.526665184803267
Track_63,63,63,3,0,0,0,0,0,0.09999999999999998,0.30000000000000004,0.4,0.08943427733672955,49.90119656410263,36.79530948695973,0.0,1.0525672950142448,1.9176035966378167,0.1875309933906728,1.9176035966378167,1.223346069701119,150.93250528971353,0.10525672950142445,0.09588017983189082,0.8496775242814212,0.8943427733672957,0.8496775242814211,47.29807760635778
