LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. ? rate
,,,,,,,,,(sec),(sec),(sec),(pixel),(pixel),(pixel),(pixel),(pixel/sec),(pixel/sec),(pixel/sec),(pixel/sec),(pixel/sec),(quality),(pixel),(pixel),,(pixel/sec),,(rad/sec)
Track_0,0,0,5,0,0,0,0,0,0.2,0.0,0.2,0.0,81.7600130816021,21.280003404800546,0.0,0.0,0.0,0.0,0.0,0.0,125.42540435791015,0.0,0.0,NaN,0.0,NaN,0.0
Track_1,1,1,2,0,0,0,0,0,0.04999999999999999,0.15000000000000002,0.2,0.11489184624663024,55.63634715629875,21.848257758576562,0.0,2.2978369249326054,2.2978369249326054,2.2978369249326054,2.2978369249326054,NaN,117.46124649047852,0.11489184624663024,0.11489184624663024,1.0,2.2978369249326054,1.0,NaN
Track_2,2,2,6,1,0,0,0,1,0.30000000000000004,0.0,0.30000000000000004,0.050898262118526126,54.65386640369661,26.2884800492817,0.0,1.8220309117119518,3.10818749718306,0.7012816385836362,2.027976398147887,1.029547257541944,129.04424413045248,0.4983025831263022,0.11012533784915302,0.10214328370363916,0.1696608737284204,0.09311635309689104,42.18698078906151
Track_3,3,3,3,0,0,0,0,0,0.1,0.1,0.2,1.0857273179228462,81.10472760720819,26.302473184966292,0.0,10.880021694915975,18.564902454273575,3.195140935558376,18.564902454273575,10.868062595103567,117.54104868570964,1.0880021694915973,1.0857273179228462,0.997909147947918,10.85727317922846,0.9979091479479177,3.657237671156138
Track_4,4,4,4,0,0,0,0,0,0.15,0.1,0.25,0.44266575790068113,25.453932441008234,31.588065791198797,0.0,3.142493228836129,5.402951237217936,0.49176133877589556,3.532767110514556,2.478746020002865,140.25925827026367,0.47137398432541927,0.44266575790068113,0.9390967100871671,2.9511050526712075,0.9390967100871669,18.11550134598292
Track_5,5,5,3,0,0,0,0,0,0.09999999999999998,0.15000000000000002,0.25,0.06484566209871606,47.45545335042552,51.65154862568692,0.0,1.2409193454131144,1.6450678041947286,0.8367708866315005,1.6450678041947286,0.5715522316211424,118.39622497558594,0.12409193454131143,0.06484566209871606,0.5225614568618745,0.6484566209871607,0.5225614568618745,44.95365264957329
Track_6,6,6,3,0,0,0,0,0,0.1,0.1,0.2,0.05622814280290739,27.85866381930749,48.98563165114003,0.0,3.2042704456063698,3.735347175509545,2.673193715703194,3.735347175509545,0.7510559140898239,115.26917266845703,0.320427044560637,0.13365968578515974,0.17547876734314444,0.5622814280290739,0.17547876734314444,60.49237954928061
Track_7,7,7,3,0,0,0,0,0,0.09999999999999998,0.15000000000000002,0.25,0.06890936871104789,13.34284660965111,34.96221122263,0.0,0.9396756569554292,1.5143409642174943,0.36501034969336404,1.5143409642174943,0.8126994713553144,134.2249552408854,0.0939675656955429,0.0757170482108747,0.7333314234649415,0.689093687110479,0.7333314234649416,41.35527831162511
